-1.47	-0.61	1
-1.47	-0.33	1
-1.47	0.01	1
-1.47	0.03	1
-1.45	-0.75	1
-1.45	-0.43	1
-1.45	-0.31	1
-1.45	0.01	2
-1.45	0.21	1
-1.43	-0.97	1
-1.43	-0.53	1
-1.43	-0.01	1
-1.43	0.03	2
-1.41	-0.33	1
-1.39	0.01	3
-1.39	0.19	1
-1.39	0.47	1
-1.37	-1.25	1
-1.37	-1.23	4
-1.37	-1.21	1
-1.37	-1.19	2
-1.37	-1.17	1
-1.37	0.01	1
-1.37	0.07	1
-1.37	0.75	1
-1.35	-1.25	2
-1.35	-1.13	3
-1.35	-1.11	2
-1.35	-0.61	1
-1.35	-0.41	1
-1.35	0.01	2
-1.35	0.03	3
-1.33	-1.27	2
-1.33	-1.11	1
-1.33	-1.09	2
-1.33	-0.61	2
-1.33	-0.49	1
-1.33	0.01	1
-1.33	0.03	4
-1.31	-1.29	2
-1.31	-1.07	1
-1.31	-0.81	1
-1.31	0.01	2
-1.31	0.03	2
-1.31	0.59	1
-1.29	-1.29	1
-1.29	-1.03	1
-1.29	-1.01	1
-1.29	-0.83	1
-1.29	-0.61	1
-1.29	0.01	1
-1.29	0.03	4
-1.27	-1.31	1
-1.27	-1.01	1
-1.27	-0.99	1
-1.27	-0.61	1
-1.27	-0.01	1
-1.27	0.01	1
-1.27	0.03	1
-1.25	-1.31	2
-1.25	-0.99	1
-1.25	-0.77	1
-1.25	-0.61	1
-1.25	-0.13	2
-1.25	-0.11	1
-1.25	0.01	2
-1.23	-0.95	2
-1.23	-0.11	1
-1.23	-0.01	3
-1.23	0.05	1
-1.23	0.35	1
-1.23	0.39	1
-1.23	0.49	1
-1.21	-1.43	1
-1.21	-1.33	2
-1.21	-0.93	1
-1.21	-0.59	1
-1.21	-0.29	1
-1.21	-0.01	2
-1.21	0.01	1
-1.21	0.73	1
-1.19	-1.33	1
-1.19	-0.91	1
-1.19	-0.59	1
-1.19	-0.33	1
-1.19	-0.21	1
-1.19	0.83	1
-1.17	-1.33	1
-1.17	-1.31	1
-1.17	-0.95	1
-1.17	-0.89	2
-1.17	-0.57	2
-1.17	-0.35	1
-1.17	-0.17	1
-1.17	-0.01	2
-1.17	0.01	2
-1.17	0.49	1
-1.17	0.91	1
-1.17	1.23	1
-1.15	-0.85	1
-1.15	-0.57	1
-1.15	-0.41	1
-1.15	-0.35	1
-1.15	-0.03	1
-1.15	-0.01	4
-1.15	0.01	2
-1.15	0.05	1
-1.13	-1.11	1
-1.13	-0.81	1
-1.13	-0.31	1
-1.13	-0.19	2
-1.13	-0.03	3
-1.13	-0.01	2
-1.13	0.01	1
-1.13	0.03	1
-1.11	-1.33	1
-1.11	-1.27	1
-1.11	-0.35	1
-1.11	-0.03	2
-1.11	0.05	2
-1.11	0.57	1
-1.09	-1.33	1
-1.09	-0.55	1
-1.09	-0.25	1
-1.09	-0.03	1
-1.09	0.01	2
-1.09	0.03	4
-1.09	0.05	1
-1.09	0.47	1
-1.09	0.55	1
-1.07	-1.35	3
-1.07	-0.39	1
-1.07	-0.05	2
-1.07	-0.03	1
-1.07	0.01	2
-1.07	0.57	1
-1.05	-0.89	1
-1.05	-0.73	1
-1.05	-0.19	1
-1.05	-0.05	2
-1.05	-0.01	3
-1.05	0.01	2
-1.05	0.03	3
-1.05	0.57	1
-1.03	-0.79	1
-1.03	-0.71	1
-1.03	-0.53	1
-1.03	-0.43	3
-1.03	-0.41	2
-1.03	-0.39	2
-1.03	-0.35	3
-1.03	-0.33	1
-1.03	-0.07	1
-1.03	-0.05	3
-1.03	-0.01	1
-1.03	0.03	2
-1.03	0.27	1
-1.03	0.37	1
-1.01	-0.67	1
-1.01	-0.55	1
-1.01	-0.47	1
-1.01	-0.45	7
-1.01	-0.27	1
-1.01	-0.13	1
-1.01	-0.01	1
-1.01	0.01	1
-1.01	0.03	4
-1.01	0.37	1
-1.01	0.87	1
-1.01	0.91	1
-0.99	-1.01	1
-0.99	-0.67	1
-0.99	-0.65	1
-0.99	-0.29	1
-0.99	-0.27	1
-0.99	-0.23	1
-0.99	-0.17	1
-0.99	-0.05	1
-0.99	-0.01	1
-0.99	0.03	1
-0.99	0.05	1
-0.97	-1.35	3
-0.97	-0.63	1
-0.97	-0.49	1
-0.97	-0.47	2
-0.97	-0.21	3
-0.97	-0.15	2
-0.97	-0.05	2
-0.97	-0.03	3
-0.97	-0.01	4
-0.97	0.01	3
-0.97	0.05	1
-0.97	0.43	1
-0.97	0.83	1
-0.95	-1.15	1
-0.95	-0.61	1
-0.95	-0.57	1
-0.95	-0.47	4
-0.95	-0.21	4
-0.95	-0.09	2
-0.95	-0.03	2
-0.95	-0.01	6
-0.95	0.01	3
-0.95	0.03	1
-0.95	0.05	1
-0.95	0.37	1
-0.95	0.53	1
-0.95	0.63	1
-0.95	0.69	1
-0.95	1.09	1
-0.93	-1.35	1
-0.93	-0.95	2
-0.93	-0.59	1
-0.93	-0.57	2
-0.93	-0.49	1
-0.93	-0.47	2
-0.93	-0.45	1
-0.93	-0.35	1
-0.93	-0.21	2
-0.93	-0.19	1
-0.93	0.01	2
-0.93	0.03	6
-0.93	0.05	2
-0.93	0.19	1
-0.93	0.45	1
-0.91	-1.35	1
-0.91	-0.63	1
-0.91	-0.61	1
-0.91	-0.55	1
-0.91	-0.21	1
-0.91	-0.03	1
-0.91	0.01	4
-0.91	0.03	7
-0.91	0.05	3
-0.91	0.25	1
-0.91	0.29	1
-0.89	-0.69	1
-0.89	-0.53	1
-0.89	-0.45	1
-0.89	-0.43	1
-0.89	-0.39	1
-0.89	-0.17	1
-0.89	-0.15	1
-0.89	0.01	7
-0.89	0.03	10
-0.89	0.05	1
-0.89	0.33	1
-0.89	0.51	1
-0.89	0.91	1
-0.87	-0.89	1
-0.87	-0.59	1
-0.87	-0.57	2
-0.87	-0.45	1
-0.87	-0.43	2
-0.87	-0.39	1
-0.87	-0.31	1
-0.87	-0.25	1
-0.87	-0.23	1
-0.87	-0.19	1
-0.87	-0.11	1
-0.87	0.01	10
-0.87	0.03	8
-0.87	0.05	1
-0.87	0.65	1
-0.87	1.03	1
-0.85	-1.05	1
-0.85	-0.99	2
-0.85	-0.87	1
-0.85	-0.61	10
-0.85	-0.57	1
-0.85	-0.55	1
-0.85	-0.47	2
-0.85	-0.43	2
-0.85	-0.39	1
-0.85	-0.37	1
-0.85	-0.17	1
-0.85	-0.01	1
-0.85	0.01	12
-0.85	0.03	3
-0.85	0.05	1
-0.85	0.07	1
-0.85	0.13	1
-0.85	0.15	1
-0.85	0.49	1
-0.83	-0.99	1
-0.83	-0.77	1
-0.83	-0.61	2
-0.83	-0.53	1
-0.83	-0.51	1
-0.83	-0.49	3
-0.83	-0.43	1
-0.83	-0.41	2
-0.83	-0.35	2
-0.83	-0.29	1
-0.83	-0.19	1
-0.83	-0.17	1
-0.83	-0.07	1
-0.83	-0.01	1
-0.83	0.01	3
-0.83	0.03	4
-0.83	0.05	6
-0.83	0.47	1
-0.83	1.27	1
-0.83	1.43	1
-0.81	-0.81	1
-0.81	-0.61	1
-0.81	-0.49	2
-0.81	-0.47	3
-0.81	-0.39	5
-0.81	-0.33	2
-0.81	-0.07	1
-0.81	-0.01	2
-0.81	0.01	2
-0.81	0.03	4
-0.81	0.05	5
-0.81	0.11	1
-0.81	0.55	1
-0.81	1.49	1
-0.79	-1.31	2
-0.79	-1.29	1
-0.79	-1.23	4
-0.79	-1.21	1
-0.79	-1.15	2
-0.79	-1.13	1
-0.79	-1.11	2
-0.79	-1.07	4
-0.79	-0.59	3
-0.79	-0.37	3
-0.79	-0.31	1
-0.79	-0.07	1
-0.79	-0.05	1
-0.79	-0.01	1
-0.79	0.01	3
-0.79	0.03	2
-0.79	0.05	9
-0.79	0.07	1
-0.79	0.31	1
-0.79	0.69	1
-0.79	0.85	1
-0.77	-1.41	2
-0.77	-1.39	1
-0.77	-1.37	2
-0.77	-1.35	4
-0.77	-1.03	1
-0.77	-0.77	1
-0.77	-0.75	1
-0.77	-0.59	1
-0.77	-0.39	2
-0.77	-0.35	2
-0.77	-0.33	1
-0.77	-0.25	1
-0.77	-0.17	1
-0.77	-0.07	1
-0.77	-0.03	2
-0.77	-0.01	2
-0.77	0.01	8
-0.77	0.03	4
-0.77	0.05	3
-0.77	0.07	1
-0.77	0.63	1
-0.75	-1.47	1
-0.75	-1.45	2
-0.75	-1.43	3
-0.75	-1.35	1
-0.75	-1.31	1
-0.75	-1.07	1
-0.75	-0.93	1
-0.75	-0.91	1
-0.75	-0.73	2
-0.75	-0.59	3
-0.75	-0.57	1
-0.75	-0.33	1
-0.75	-0.31	1
-0.75	-0.29	1
-0.75	-0.25	1
-0.75	-0.23	2
-0.75	-0.05	2
-0.75	-0.03	3
-0.75	-0.01	1
-0.75	0.01	10
-0.75	0.03	8
-0.75	0.05	8
-0.75	0.35	3
-0.75	0.37	3
-0.75	0.41	1
-0.73	-1.47	2
-0.73	-1.41	1
-0.73	-1.31	1
-0.73	-0.99	1
-0.73	-0.95	1
-0.73	-0.87	1
-0.73	-0.85	1
-0.73	-0.83	1
-0.73	-0.81	1
-0.73	-0.33	1
-0.73	-0.31	1
-0.73	-0.25	2
-0.73	-0.23	1
-0.73	-0.21	1
-0.73	-0.19	2
-0.73	-0.17	3
-0.73	-0.15	3
-0.73	-0.13	2
-0.73	-0.09	1
-0.73	-0.07	2
-0.73	-0.05	1
-0.73	-0.01	3
-0.73	0.01	10
-0.73	0.03	6
-0.73	0.05	5
-0.73	0.09	1
-0.73	0.27	1
-0.73	0.31	3
-0.73	0.33	1
-0.73	0.41	1
-0.73	0.43	1
-0.73	1.49	1
-0.71	-1.01	1
-0.71	-0.91	1
-0.71	-0.87	1
-0.71	-0.85	1
-0.71	-0.83	1
-0.71	-0.81	1
-0.71	-0.79	5
-0.71	-0.77	1
-0.71	-0.75	3
-0.71	-0.73	7
-0.71	-0.61	1
-0.71	-0.57	3
-0.71	-0.47	2
